Path,Transcription,is_valid
./data/TEST/DR1/FDAC1/SI1474.WAV.wav,h.ʌ.s.k̚.k.i.j.ʌ.ŋ.m.æ.n.ɦ.i.s.ɛ.d̚.w.ɪ.ð.m.ɑ.k̚.d.ɪ.s.t̚.t.eɪ.s.t̚.t,True
./data/TEST/DR1/FDAC1/SI2104.WAV.wav,ɑ.ɦ.ɑ.h.i.θ.ɔ.t̚.ʔ.eɪ.l.ʌ.ʃ.d̚.d.ɨ̞.v.ɔ.r.s.i.ʔ.æ.ʔ.l.æ.s.t̚.t,True
./data/TEST/DR1/FDAC1/SI844.WAV.wav,ð.ʌ.s.t̚.t.ɛ.k̚.n.ɨ̞.k̚.k.l̩.ʔ.ə.f.ɪ.ʃ.ɨ̞.n.s.i.ʔ.ɪ.z.ə.t̚.tʃ.i.v.ʔ.æ.t̚.ð.i.ɪ.k̚.k.s.p̚.p.ɛ.n.t̚.t.s.ʌ.v.æ.t̚.tʃ.u.ə.l.ʔ.ɨ̞.k̚.k.s.p̚.p.ɪ.r.i.ɨ̞.n.t̚.t.s,True
./data/TEST/DR1/FDAC1/SX124.WAV.wav,ɑ.b̚.dʒ.ɪ.k̚.s.m.eɪ.ɾ.ə.v.p̚.p.j.u.ɾ.ɚ.r.ɚ.b̚.b.j.u.ɾ.ə.f.ʊ.l,True
./data/TEST/DR1/FDAC1/SX214.WAV.wav,ð.ɨ̞.m.ɔ.ɾ̃.i.ŋ.d̚.d.u.ʔ.ʌ.n.ð.ʊ.s.p̚.p.aɪ.ɾ.ɪ.w.ɛ.b̚.g.l.ɪ.s.ɪ.n.d̚.d.ə̥.ʔ.ɪ.n.ð.ə.s.ʌ.n,True
./data/TEST/DR1/FDAC1/SX304.WAV.wav,tʃ.i.p̚.s.t̚.t.ɑ.k̚.k.i.ŋ.z.r.ʌ.n.ð.ə.f.ɝ.s.t̚.t.aɪ.m.ð.ɛ.r.w.ɔ.ə.n,True
./data/TEST/DR1/FDAC1/SX34.WAV.wav,d.oʊ.n.ʔ.d.ʉ.t̚.tʃ.æ.l.i.z.d̚.d.ɝ.ɾ.i.d̚.d.ɪ.ʃ.ɪ.z,True
./data/TEST/DR1/FDAC1/SX394.WAV.wav,k.æ.l.s.i.ɪ.m.eɪ.k̚.s.b̚.b.oʊ.n.z.ɨ̞.n.t̚.t.i.θ.s.t̚.t.r.ɔ.ŋ,True
./data/TEST/DR1/FELC0/SA1.WAV.wav,ʃ.i.ɦ.æ.d̚.d.j.ɚ.d̚.d.ɑ.r.k̚.k.s.ʉ.t̚.ʔ.ɪ.n.ɡ̚.g.r.i.s.i.w.ɔ.ʃ.w.ɔ.ɾ.ɚ.ʔ.ɔ.l.j.ɪ.ɚ,True
./data/TEST/DR1/FELC0/SA2.WAV.wav,d.oʊ.n.t̚.t.æ.s.k̚.k.m.i.ɾ.ɨ̞.k̚.k.ɛ.r.i.n.ʔ.ɔɪ.l.i.r.æ.ɡ̚.g.l.aɪ.k̚.k.ð.æ.t̚.t,True
./data/TEST/DR1/FELC0/SI1386.WAV.wav,ʔ.ɪ.n.w.eɪ.d̚.dʒ.n.ɨ̞.ɡ̚.g.oʊ.ʃ.i.eɪ.ʃ.ɨ̞.n.s.ð.i.ɪ.n.d̚.d.ɨ̞.s.t̚.t.r.i.b̚.b.ɑ.r.ɡ̚.g.ɪ.n.z.ʔ.ɛ.z.eɪ.j.ʉ.ɾ̃.ɪ.ʔ.w.ɨ̞.ð.ɨ̞.s.ɪ.ŋ.ɡ̚.g.l̩.j.ʉ.n.j.ɪ.n,True
./data/TEST/DR1/FELC0/SI2016.WAV.wav,h.i.v.ɔ.n.oʊ.z.r.oʊ.p̚.p.s.ð.ɨ̞.b̚.b.oʊ.t̚.s.k̚.k.ʌ.m.ʌ.n.s.t̚.t.ʌ.k̚.k,True
./data/TEST/DR1/FELC0/SI756.WAV.wav,m.ɨ̞.t̚.t.ɪ.r.i.ɨ̞.l.s.s.ɚ.r.æ.m.ɨ̞.k̚.m.ɑ.ɾ.l̩.ɪ.ŋ.k̚.k.l.eɪ.r.ɛ.d̚.d.w.aɪ.t̚.ʔ.ɔ.r.b̚.b.ɑ.f,True
./data/TEST/DR1/FELC0/SX126.WAV.wav,ʔ.ɑ.r.ɾ.ɨ̞.f.ɪ.ʃ.l̩.ɨ̞.n.t̚.t.ɛ.l.ɨ̞.d̚.dʒ.ɨ̞.n.s.ɨ̞.z.f.ɚ.r.i.l,True
./data/TEST/DR1/FELC0/SX216.WAV.wav,ð.ə.s.m.ɔ.l.b̚.b.ɔɪ.p̚.p.ʊ.t̚.ð.ə.w.ɝ.m.ʌ.n.ð.ə̥.h.ʊ.k̚.k,True
./data/TEST/DR1/FELC0/SX306.WAV.wav,ʔ.ə.t̚.tʃ.oʊ.z.ɨ̞.n.f.j.ʉ.w.l̩.b̚.b.i.k̚.k.ʌ.m.d̚.dʒ.ɛ.n.ɚ.l̩.s,True
./data/TEST/DR1/FELC0/SX36.WAV.wav,ʔ.oʊ.n.l.ɨ̞.ð.ɨ̞.m.oʊ.s.t̚.t.ɨ̞.k̚.k.ɑ.m.p̚.p.l.ɨ̞.ʃ.t̚.ʔ.ɑ.r.ɾ.ɨ̞.s.ə.b̚.t.eɪ.n.p̚.p.ɑ.p̚.p.ɨ̞.l.ɛ.ɚ.ɾ.i,True
./data/TEST/DR1/FELC0/SX396.WAV.wav,ð.ɨ̞.f.ɪ.ʃ.b̚.b.ɨ̞.ɡ̚.g.æ.n.t̚.t.ɨ̞.l.i.p̚.f.r.æ.n.t̚.t.ɨ̞.k̚.k.l.i.ə.n.ð.ə.s.ɝ.f.ə.s.ə.v.ð.ɨ̞.s.m.ɔ.l.eɪ.k̚.k,True
./data/TEST/DR1/FJEM0/SA1.WAV.wav,ʃ.i.ɦ.ɛ.d̚.d.j.ʊ.r.d̚.d.ɑ.r.k̚.k.s.ʉ.t̚.n̩.ɡ̚.g.r.i.s.i.w.ɔ.ʃ.w.ɔ.ɾ.ɚ.ʔ.ɔ.l.j.ɪ.ɚ,True
./data/TEST/DR1/FJEM0/SA2.WAV.wav,d.oʊ.n.t.æ.s.k̚.m.i.ɾ.ɨ̞.k̚.k.ɛ.r.i.ɨ̞.n.ʔ.ɔɪ.l.i.r.æ.ɡ̚.g.l.aɪ.k̚.k.ð.æ.ʔ,True
./data/TEST/DR1/FJEM0/SI1264.WAV.wav,d.æ.n.s.ɨ̞.z.ʔ.ɔ.l.t̚.t.ɚ.n.eɪ.t̚.ə̥.d̚.w.ə.θ.s.ʌ.ŋ.ʔ.ɚ.s.p̚.p.oʊ.k̚.k.ɨ̞.n.v.ɝ.s.ə.z,True
./data/TEST/DR1/FJEM0/SI1894.WAV.wav,m.aɪ.f.ɑ.ð.ɚ.r.æ.n.ɦ.ɨ̞.m.ʔ.ɔ.f.h.ɪ.ɚ.s.ɪ.k̚.k.s.j.ɪ.ɚ.z.ɨ̞.ɡ̚.g.oʊ,True
./data/TEST/DR1/FJEM0/SI634.WAV.wav,h.i.r.ɦ.i.ʔ.ɪ.z.k.w.aɪ.t̚.p.ɚ.s.w.eɪ.s.ɨ̞.v.l.i.ð.ɨ̞.v.ɛ.r.i.ʔ.ɨ̞.m.b̚.b.ɑ.ɾ.ɨ̞.m.ɨ̞.ʔ.ɨ̞.v.m.i.n.ɛ.s.n̩.s.l.aɪ.n.ə.s,True
./data/TEST/DR1/FJEM0/SX184.WAV.wav,ð.ɨ̞.k̚.k.æ.t̚.s.m.i.aʊ.ʔ.ɔ.l.w.eɪ.z.h.ɝ.t̚.s.m.aɪ.ʔ.ɪ.ɚ.z,True
./data/TEST/DR1/FJEM0/SX274.WAV.wav,k.l.ɪ.f.w.ə.s.ʉ.ð.d̚.b.aɪ.ð.ə.l.ə.k̚.k.ʃ.ɝ.r.i.ɨ̞.s.m.ə.s.ɑ.ʒ,True
./data/TEST/DR1/FJEM0/SX364.WAV.wav,i.t̚.tʃ.ʌ.n.t̚.t.aɪ.m.l.i.ʔ.ɪ.ŋ.k̚.k.ʌ.m.l.ɔ.s.k̚.k.oʊ.ɨ̞.n.s.aɪ.ɾ.ɨ̞.d̚.w.ɪ.θ.ɨ̞.b̚.b.r.eɪ.k̚.d.aʊ.ɾ̃.ɨ̞.v.ɨ̞.ɦ.i.t̚.t.ɨ̞.ŋ.s.ɨ̞.s.t̚.t.ə.m.p̚.p.ɑ.r.t̚,True
./data/TEST/DR1/FJEM0/SX4.WAV.wav,dʒ.eɪ.n.m.eɪ.ʔ.ɝ.n.m.ɔ.r.m.ʌ.ɾ̃.i.b̚.b.aɪ.w.ɝ.k̚.k.ɨ̞.ŋ.ɦ.ɑ.r.d̚,True
./data/TEST/DR1/FJEM0/SX94.WAV.wav,j.ʌ.ŋ.s.t̚.t.ɚ.z.l.ʌ.v.k̚.k.ɑ.m.ɨ̞.n.k̚.k.æ.n.d̚.d.i.ɛ.z.t̚.t.r.i.t̚.t.s,True
./data/TEST/DR1/MDAB0/SA1.WAV.wav,ʃ.i.ɦ.ɛ.j.ʉ.d̚.d.ɑ.r.k̚.s.ʉ.t̚.t.ɨ̞.ŋ.ɡ̚.g.r.i.s.ɨ̞.w.ɑ.ʃ.w.ʌ.ɾ.ɚ.ʔ.ɔ.l.j.ɪ.ɚ,True
./data/TEST/DR1/MDAB0/SA2.WAV.wav,d.oʊ.ɾ̃.æ.s.k̚.m.ɨ̞.ɾ.ɪ.k̚.k.ɛ.r.ɨ̞.n̩.ʔ.ɔɪ.l.i.r.æ.ɡ̚.g.l.aɪ.k̚.ð.æ.t̚.t,True
./data/TEST/DR1/MDAB0/SI1039.WAV.wav,h.i.ɦ.ɛ.z.n.ɛ.v.ɝ.ɦ.ɨ̞.m.s.ɛ.l.f.d̚.d.ʌ.ɾ̃.eɪ.ɦ.ɪ.ŋ.f.oʊ.w.ɨ̞.t̚.tʃ.t̚.t.ə̥.b̚.b.i.ɦ.eɪ.ɾ.ɪ.d̚.ʔ.w.ɨ̞.t̚.tʃ.ɨ̞.v.ʌ.s.h.æ.z,True
./data/TEST/DR1/MDAB0/SI1669.WAV.wav,b.i.ɨ̞.k̚.k.s.aɪ.ɾ.ɪ.d̚.d.ɪ.n.d̚.d.oʊ.ɾ̃.ʌ.d̚.d.ɛ.ɾ̃.ə.f.aɪ.ɚ.s.ɛ.l.f,True
./data/TEST/DR1/MDAB0/SI2299.WAV.wav,s.ʌ.m.t̚.t.aɪ.m.s.i.k̚.k.oʊ.ə.n.s.aɪ.ɾ.ə.w.ə.θ.m.aɪ.f.ɑ.ð.ɨ̞.z.b̚.b.i.ŋ.ɛ.t̚.t.h.oʊ.m,True
./data/TEST/DR1/MDAB0/SX139.WAV.wav,ð.ə.b̚.b.ʌ.ŋ.ɡ̚.g.l̩.oʊ.w.ʌ.z.p̚.p.l.ʌ.z.n̩.l.ɨ̞.s.ɨ̞.t̚.tʃ.ə̥.w.ɨ̞.ɾ.ɪ.d̚.n.ɪ.ð.ɨ̞.ʃ.ɔ.r,True
./data/TEST/DR1/MDAB0/SX229.WAV.wav,ʔ.ɑ.r.j.ɨ̞.l.ʊ.k̚.k.i.n.f.r.oʊ.m.p̚.p.l.ɔɪ.m.ɪ.t̚.t,True
./data/TEST/DR1/MDAB0/SX319.WAV.wav,ʔ.eɪ.b̚.b.i.ɡ̚.g.oʊ.t̚.ʔ.aɪ.ɾ.ə.l.i.ʔ.æ.m.b̚.b.l̩.d̚.θ.ʉ.ð.ɨ̞.f.ɑ.r.m.j.ɑ.r.d̚.d,True
./data/TEST/DR1/MDAB0/SX409.WAV.wav,i.ɾ.i.ŋ.s.p̚.p.ɪ.n.ɛ.t̚.tʃ.n.aɪ.t̚.l.i.ɨ̞.ŋ.k̚.k.r.i.s.ɨ̞.s.t̚.t.r.ɛ.n.θ.m.ɚ.æ.k̚.k.j.ə.l.ɨ̞.s.l.i,True
./data/TEST/DR1/MDAB0/SX49.WAV.wav,æ.t̚.t.w.ɑ.l.aɪ.t̚.t.ə.m.ə.t̚.t.w.ɛ.l.θ.d̚.d.eɪ.w.l̩.ɦ.æ.v.ʃ.ə.b̚.b.l.i,True
./data/TEST/DR1/MJSW0/SA1.WAV.wav,ʃ.i.ɦ.ɛ.d̚.dʒ.ɚ.d̚.d.ɑ.r.k̚.s.ʉ.t̚.n̩.ɡ̚.g.r.i.s.ɨ̞.w.ɑ.ʃ.w.ɔ.ɾ.ɚ.ɔ.l.j.ɪ.ɚ,True
./data/TEST/DR1/MJSW0/SA2.WAV.wav,d.oʊ.n.æ.s.k̚.m.ɨ̞.ɾ.ɨ̞.k̚.k.æ.r.i.ɨ̞.n.ʔ.ɔɪ.l.i.r.æ.ɡ̚.g.l.aɪ.k̚.ð.æ.t̚,True
./data/TEST/DR1/MJSW0/SI1010.WAV.wav,ð.ɨ̞.s.oʊ.k̚.k.ɑ.l.d̚.v.ɛ.d̚.dʒ.ɨ̞.b̚.b.l̩.ʔ.aɪ.v.r.i.ɨ̞.z.ð.ʌ.h.ɑ.r.d̚.d.ʔ.ɛ.n.d̚.d.oʊ.s.p̚.p.ɝ.m.ɨ̞.v.ð.i.ɛ.ɡ̚.g.s.aɪ.z.d̚.t.s.i.d̚.d,True
./data/TEST/DR1/MJSW0/SI1640.WAV.wav,h.aʊ.d̚.d.ɪ.d̚.w.ʌ.n.d̚.dʒ.ɔɪ.n.ð.ɛ.m,True
./data/TEST/DR1/MJSW0/SI2270.WAV.wav,d.ɔ.ɡ̚.g.z.d̚.d.ɪ.d̚.d.s.ʌ.m.θ.ɪ.ŋ.t̚.t.ə.w.ʌ.n.z.ʔ.i.ɡ̚.g.oʊ,True
./data/TEST/DR1/MJSW0/SX110.WAV.wav,ð.ə̥.b̚.b.ɛ.s.t̚.w.eɪ.ɾ.ɨ̞.l.ɝ.ɾ̃.ɨ̞.s.t̚.t.ə̥.s.ɑ.l.v.ʔ.ɛ.k̚.k.s.t̚.t.r.ɨ̞.p̚.p.r.ɑ.b̚.b.l.m̩.s,True
./data/TEST/DR1/MJSW0/SX20.WAV.wav,ʃ.i.w.ɔ.r.w.ɔ.r.m.f.l.i.s.i.w.ʊ.l.ɛ.n.oʊ.v.ɚ.ɑ.l.z,True
./data/TEST/DR1/MJSW0/SX200.WAV.wav,r.æ.l.f.k̚.k.ɨ̞.n.t̚.t.r.oʊ.l.ð.ə.s.t̚.t.ɑ.p̚.w.ɑ.t̚.tʃ.f.r.ə.m.ə.b̚.b.l.i.t̚.tʃ.ɚ.s,True
./data/TEST/DR1/MJSW0/SX290.WAV.wav,ð.ɨ̞.s.b̚.b.r.oʊ.ʃ.ɝ.ɨ̞.z.p̚.p.ɚ.t̚.t.ɪ.k̚.k.ɨ̞.l.i.ɨ̞.n.f.ɔ.r.m.ɪ.t̚.t.ɪ.v.f.ɚ.p̚.p.ɚ.s.p̚.p.ɛ.k̚.t.ɨ̞.v.b̚.b.aɪ.ɚ,True
./data/TEST/DR1/MJSW0/SX380.WAV.wav,w.aɪ.t̚.tʃ.ɑ.r.d̚.dʒ.m.ʌ.ɾ̃.i.f.ɚ.s.ʌ.t̚.tʃ.ɡ̚.g.ɑ.r.b̚.b.ɨ̞.d̚.dʒ,True
./data/TEST/DR1/MREB0/SA1.WAV.wav,ʃ.i.h.æ.d̚.dʒ.ɚ.d̚.d.ɑ.r.k̚.k.s.ʉ.t̚.t.ʔ.ɨ̞.n.ɡ̚.g.r.i.s.i.w.ɑ.ʃ.w.ɔ.ɾ.ɝ.ɔ.l.j.ɪ.ɚ,True
./data/TEST/DR1/MREB0/SA2.WAV.wav,d.oʊ.ɾ̃.æ.s.k̚.k.m.i.ɾ.ɨ̞.k̚.k.ɛ.r.i.ɨ̞.ɾ̃.ɔɪ.l.i.r.æ.ɡ̚.g.l.aɪ.k̚.ð.æ.t̚,True
./data/TEST/DR1/MREB0/SI1375.WAV.wav,ʔ.ɔ.f.ɨ̞.n.d.ɑ.m.ɨ̞.n.ɨ̞.n.t̚.s.t̚.t.r.ɛ.s.ɪ.m.p̚.p.l.i.ɨ̞.n.d.ɨ̞.k̚.k.eɪ.t̚.s.ɨ̞.s.ɛ.ɾ̃.ɝ.ɨ̞.ŋ.ʔ.ə.v.ɨ̞.t̚.t.ɛ.n.t̚.ʃ.ɨ̞.n.ʔ.ɔ.r.i.m.oʊ.ʃ.ɨ̞.n,True
./data/TEST/DR1/MREB0/SI2005.WAV.wav,h.i.ɦ.ɛ.d̚.d.l.ɛ.f.t̚.t.h.ɝ.ʔ.ɨ̞.n.v.aɪ.l.ɨ̞.t̚.θ.ɪ.ŋ.k̚.k.i.ŋ.f.ə.m.ɪ.l.i.ɛ.ɝ.ɾ.i.w.ʊ.d̚.dʒ.ɛ.n.t̚.t.l̩.h.ɝ.ɨ̞.n.t̚.t.aɪ.m,True
./data/TEST/DR1/MREB0/SI745.WAV.wav,b.r.ɔɪ.l.ʔ.ɔ.r.t̚.t.oʊ.s.t̚.t.ɨ̞.z.j.ʉ.ʒ.u.l̩,True
./data/TEST/DR1/MREB0/SX115.WAV.wav,ð.i.ɛ.m.b̚.l.ə.m.d̚.d.ɨ̞.p̚.p.ɪ.k̚.k.s.ð.i.ɨ̞.k̚.k.r.ɑ.p̚.p.l̩.ɨ̞.s.ʔ.ɔ.l.ə.ɡ̚.g.l.oʊ,True
./data/TEST/DR1/MREB0/SX205.WAV.wav,m.ɪ.l.ɨ̞.t̚.t.ɛ.ɝ.i.p̚.p.ɝ.s.n̩.ɛ.l.ɚ.ɨ̞.k̚.k.s.p̚.p.ɛ.k̚.t.ɨ̞.d̚.t.u.oʊ.b̚.b.eɪ.ɡ̚.g.ʌ.v.m.ɨ̞.ɾ̃.ɔ.r.ɾ.ɚ.z,True
./data/TEST/DR1/MREB0/SX25.WAV.wav,oʊ.n.l.i.l.ɔɪ.ɝ.z.l.ʌ.v.m.ɪ.j.ɨ̞.n.ɛ.ɚ.z,True
./data/TEST/DR1/MREB0/SX295.WAV.wav,ɨ̞.f.k̚.k.ɛ.r.ə.l.k̚.k.ʌ.m.z.t̚.t.ə̥.m.ɑ.r.oʊ.h.æ.v.ɝ.ɚ.r.eɪ.n.d̚.dʒ.f.ɚ.ə.m.i.ɾ.i.ŋ.ɨ̞.t̚.t.ʉ,True
./data/TEST/DR1/MREB0/SX385.WAV.wav,h.ɨ̞.ʃ.oʊ.l.d̚.d.ɚ.f.ɛ.l.t̚.t.ɛ.z.ɪ.f.ɨ̞.ʔ.w.ɚ.b̚.b.r.oʊ.k̚.k.ɨ̞.n,True
./data/TEST/DR1/MRJO0/SA1.WAV.wav,ʃ.i.ɦ.æ.j.ɚ.d̚.d.ɑ.r.k̚.s.ʉ.ʔ.ɨ̞.n.ɡ̚.g.r.i.s.i.w.ɔ.ʃ.w.ɔ.ɾ.ɚ.ʔ.ɔ.l.j.ɪ.ɝ,True
./data/TEST/DR1/MRJO0/SA2.WAV.wav,d.oʊ.n.æ.s.m.ɨ̞.ɾ.ɨ̞.k̚.k.ɛ.r.ɪ.n.ʔ.ɔ.l.i.r.æ.ɡ̚.l.aɪ.k̚.ð.æ.t̚.t,True
./data/TEST/DR1/MRJO0/SI1364.WAV.wav,b.ʌ.w.ɨ̞.ɾ.ɪ.n.æ.t̚.f.r.eɪ.m.w.ɚ.k̚.k.h.i.ə.l.aʊ.d̚.f.ɔ.ɨ̞.z.m.ʌ.t̚.tʃ.f.l.ɛ.k̚.s.b̚.b.ɪ.l.i.ɛ.z.p̚.p.ɑ.s.b̚.b.l̩,True
./data/TEST/DR1/MRJO0/SI1624.WAV.wav,w.i.k̚.k.eɪ.m.ɔ.n.ɨ̞.s.ʉ.n.v.w.i.k̚.k.ʊ.d̚.d,True
./data/TEST/DR1/MRJO0/SI734.WAV.wav,ʔ.ɪ.f.n.ɛ.s.ɛ.ɚ.ɾ.ʉ.p̚.p.l.eɪ.s.b.oʊ.θ.h.æ.v.z.ʔ.ɑ.n.ɡ̚.g.r.ɪ.l.s.ɪ.ɨ̞.k̚.k.ʌ.t̚.s.ə.n.ə.l.ɑ.t̚.ʔ.ɛ.k̚.s.t̚.t.ɚ.t̚.t.aɪ.m,True
./data/TEST/DR1/MRJO0/SX104.WAV.wav,h.i.s.t̚.t.oʊ.l.ə.d̚.d.aɪ.m.f.ə.m.ə.b̚.b.ɛ.ɡ̚.ɚ,True
./data/TEST/DR1/MRJO0/SX14.WAV.wav,p.ə̥.f.ɔ.r.θ.ɝ.z.d̚.d.ɨ̞.ɡ̚.g.z.æ.m.r.ɨ̞.v.j.u.ʔ.ə.v.r.ɨ̞.f.ɔ.m.ɨ̞.l.ə,True
./data/TEST/DR1/MRJO0/SX194.WAV.wav,ð.eɪ.ɨ̞.n.d̚.dʒ.ɔɪ.ɨ̞.t̚.w.ʌ.ɾ̃.aɪ.ɔ.d̚.d.ɪ.ʃ.n̩,True
./data/TEST/DR1/MRJO0/SX284.WAV.wav,dʒ.ɛ.f.θ.ɔ.ʔ.j.u.ɑ.ɡ̚.ʉ.d̚.ʔ.ɨ̞.n.f.eɪ.v.ə.ʔ.ʌ.v.eɪ.s.ɛ.ɾ̃.ə.f.j.ʉ.d̚.dʒ.p̚.p.ɝ.t̚.tʃ.ɨ̞.s,True
./data/TEST/DR1/MRJO0/SX374.WAV.wav,dʒ.ɑ.n.k̚.k.l.i.n.ʃ.ɛ.l.f.ɨ̞.ʃ.f.ɔ.eɪ.l.ɨ̞.v.i.ŋ,True
./data/TEST/DR1/MSJS1/SA1.WAV.wav,ʃ.ɨ̞.ɛ.d̚.d.ɚ.d̚.d.ɑ.r.k̚.k.s.ʉ.ʔ.n̩.ɡ̚.g.r.i.z.ʉ.w.ɔ.ʃ.w.ʌ.ɾ.ɚ.ɔ.j.ɨ̞.ɚ,True
./data/TEST/DR1/MSJS1/SA2.WAV.wav,d.oʊ.ɾ̃.æ.s.m.i.ɾ.ɨ̞.k̚.k.ɛ.r.i.ɨ̞.n.ʔ.ɔɪ.l.i.r.æ.ɡ̚.l.aɪ.k̚.ð.æ.t̚,True
./data/TEST/DR1/MSJS1/SI1899.WAV.wav,ʉ.t̚.t.ʊ.k̚.k.m.i.b̚.b.aɪ.s.ə.p̚.p.r.aɪ.z,True
./data/TEST/DR1/MSJS1/SI639.WAV.wav,ð.ɨ̞.ɦ.ɛ.v.ɨ̞.n.z.r.ɨ̞.f.ʉ.z.ɨ̞.ɡ̚.g.ɪ.v.ʌ.p̚.ð.ɚ.w.i.p̚.p.ɨ̞.ŋ,True
./data/TEST/DR1/MSJS1/SI869.WAV.wav,ð.ɪ.ɛ.d̚.d.ɪ.ɛ.v.ɨ̞.s.ɛ.n.t̚.t.r.ə.t̚.t.æ.ŋ.k̚.k.w.ɪ.l.aɪ.n.z.t̚.ʔ.i.t̚.tʃ.h.aʊ.s.ɨ̞.z.n.ɑ.ʔ.ɨ̞.ɾ̃.ɨ̞.t̚.s.ɛ.l.f.ə.n.ɑ.v.l̩.t̚.t.i,True
./data/TEST/DR1/MSJS1/SX189.WAV.wav,d.ə̥.s.t̚.t.r.ɔɪ.ɛ.v.r.i.f.ɑ.l.r.ɨ̞.l.eɪ.ɾ.ɨ̞.d̚.t.ə̥.m.aɪ.ʔ.ɔ.ɾ.ɨ̞.t̚.s,True
./data/TEST/DR1/MSJS1/SX279.WAV.wav,æ.l.ə.s.ɨ̞.z.ə.b̚.b.ɪ.l.ɨ̞.ɾ.i.ɾ.ə.w.ɝ.k̚.k.w.ɨ̞.ð.aʊ.t̚.s.u.p̚.p.ɚ.v.ɪ.ʒ.n̩.ɨ̞.z.n.oʊ.ʔ.w.ɚ.ð.ɨ̞,True
./data/TEST/DR1/MSJS1/SX369.WAV.wav,b.ɑ.b̚.p.eɪ.p̚.p.ɚ.ɾ.oʊ.v.ɚ.l.ɪ.v.ɨ̞.ŋ.r.ə.m.j.ɝ.l̩.z,True
./data/TEST/DR1/MSJS1/SX9.WAV.wav,w.ɛ.r.w.ɚ.j.u.w.aɪ.l.w.i.w.ɚ.ə.w.eɪ,True
